id,sarcasm_label,certainty_1,certainty_2,speaker,gender,transcription
u471,0,1.0,,阎鹤祥,male,我为什么举跳水的例子呀就是分不高我也不难过证明我在这水花不小
u472,1,2.0,"t,a,v",阎鹤祥,male,这特像什么你知道吧就是刚结束这个奥运会十米跳台双人十米跳台我这儿拖完了我这儿爬上去了往这一站动作都摆好了我这儿一扭头搭档没了我说学逗唱三百六接callback咵一下一猛的下去了一起来一呼噜脸他在这给我打分呢
u473,0,,,阎鹤祥,male,而是喜剧捲王就这件事全国今年没有人比我有发言权因为全中国这么多干喜剧的和刘旸同时半年参加两党喜剧综艺的只有我一个人
u474,1,1.0,"t,a,v",阎鹤祥,male,头一集录完了他听好我下了以后我说找刘旸聊着天我说刘旸呢导演说刘洋已经后彩了我也后彩了我说刘旸呢刘旸已经回酒店了我说我也回酒店我回酒店到酒店问前台我说刘旸呢刘旸已经收拾行李奔机场了嗨我说我也本机场到机场拎着行李安检坐飞机到北京下飞机刘旸在前面我拎着行李刘旸刘旸就那一刻我是刘旸的私生
u475,0,,,阎鹤祥,male,还有一回我在北京在超市买吃的我买什么呢我买香蕉买一个盒的一个酸奶然后又买一矿泉水我装一袋里我坐公共汽车我什么意思呢我说在车站把这个东西吃完了车一来我把这一扔我就上车了
u476,1,2.0,"t,a,v",阎鹤祥,male,车了就在这车刚一来我这东西吃完了要扔的时候又来以我们的观众哟这不是德云社的阎老师嘛演员第一反应啊垃圾没分类那人还等你啊车直接就走了那人也上车了我这也不会分又过来一人哎呦这不阎鹤祥嘛过郭麒麟工作你都捡垃圾了
u477,0,,,陈述,male,如果我入职一家公司 我看见了AED那我就知道这个班是加定了它不但不会减少还会增加
u478,1,3.0,"t,a,v",陈述,male,让你猝得没有后顾之忧想猝就能猝猝完还能猝对吧这个措施可太奇怪了就是他们想的办法不是怎么才能不猝死而是猝死了怎么办对吧他们面对促死的态度不是不要而是别怕
u479,0,,,陈述,male,因为如果我加班猝死的时候如果要用上AED那说明还有另一个人在加班诶
u480,1,3.0,"t,a,v",陈述,male,加班猝死不解决加班解决猝死你感觉比起按时下班还是起死回生更容易一些我相信劳动的法律他相信医学的奇迹
u481,0,,,陈述,male,感觉大家睡眠就越来越少对吧甚至现在每年的三月二十一号还专门有一个世界睡眠日来呼吁对睡眠的重视
u482,1,3.0,"t,a,v",陈述,male,世界上最卑微的节日它有一个活动叫做多睡一小时全球公益活动多睡一小时活动力度也太大了吧所以后来这个活动就变成了早睡一小时也太懂事了吧
u483,0,,,陈述,male,我觉得这是截然不同的概念只有早上我晚起一个小时我才觉得我多睡了一个小时
u484,1,2.0,"t,a,v",陈述,male,我晚上早睡一个小时我觉得我少玩了一个小时你都不知道再这么呼吁下去还有什么活动只睡一个小时
u485,0,,,陈述,male,我就想睡觉我就爱睡觉我做梦都做梦中梦我睡觉的时候都在睡觉但是结果网上说睡觉睡太多了可能是嗜睡症说我有病
u486,1,3.0,"t,a,v",陈述,male,对吧这就是现在的评价体系你每天睡得多你嗜睡症你每天吃得多你有暴食症你每天动得多你有多动证你每天工作多你有上进心
u487,0,,,陈述,male,V我五十你感觉从小学的那些知识也没有什么鼓励休息的对吧他只有孙权劝学没有孙权劝觉
u488,1,3.0,"t,a,v",陈述,male,对工作的评价也太积极了吧你提到学习和工作都是那种正面的词汇都充满了赞美之情废寝忘食孜孜不倦我天道酬勤你提到休息好吃懒做游手好闲v我五十
u489,0,,,陈述,male,啊就不让我休息啊你天天灌输这些牛马的思想啊就不让我休息就不让我休息对吧困了给我杯咖啡让我醒过来猝死了给我个AED让我活过来怎么地球没我是转不了了吗废物地球
u490,1,1.0,t,陈述,male,那我能不能请病假啊为什么没来身体不舒服困了想挂号去酒店看看
u491,0,,,陈述,male,我听到最多的一个鼓励休息的词是劳逸结合还得跟劳结合
u492,1,2.0,"t,a,v",陈述,male,只有孙权劝学没有孙权劝觉什么识别三日当刮目相看你没睡醒当然要刮目相看
u493,0,1.0,,陈述,male,对吧你就这么一直想让我再生完了年轻人真成新能源了
u494,1,2.0,"t,a,v",小鹿,female,我去到了那个搞脸的地方跟那个医生说了我要打瘦脸针说完之后那个医生的反应颠覆了我对于一个医生严谨务实的认知他当时看着我的脸面露难色说啧你这个脸光打瘦脸针也解决不了问题啊啧人
u495,0,,,小鹿,female,谢谢谢谢大家好大家好我是小鹿啊今年来录节目之前我一个朋友建议我让我去打个瘦脸针说把我这个塞帮子打掉上镜更好看
u496,1,1.0,t,小鹿,female,哎这医生他很会搞人心态啊你看他无中生有的给你的脸创造问题让你焦虑让你缴费对吧他不像人家正规三甲医院医生一样跟你大师化小的消解问题
u497,0,,,小鹿,female,那天在医院我真的想了很多我甚至想做为一个脱口秀演员我是不是有义务把腮留住
u498,1,3.0,"t,a,v",小鹿,female,而且啊其实丑才是脱口秀演员的安全牌你想如果我的人设是中国最丑女脱口秀演员那你们这辈子都不会听到我塌房的八卦说哎呦别看小路在台上丑成那个死样私底下可是国色天香呀
u499,0,,,小鹿,female,也太安全了啊但是这个丑陋赛道也不好走一是太挤现在你们脑子里人满为患
u500,1,1.0,"t,a,v",小鹿,female,二是啊现在观众很善良总喜欢夸脱口秀演员长得好看就跟那些粉丝喜欢夸爱豆有实力一样
u501,0,,,小鹿,female,咱们今天观众很好啊很能接受冒犯因为现在啊说人普通都已经是骂人的词了普通怎么了对吧这个世界不就是我们普通人的吗我觉得舞台上应该更多出现普通人的脸影视文学作品应该更多地去书写普通人的故事要拍就应该去拍什么小普人鱼普少女战士然后大家刷短视频一点看那个电影解释的是注意看这个女孩叫小普
u502,1,1.0,t,小鹿,female,哎很明显啊我最后没有换我的头因为我享受做一个普女就很稳定有一种那种有编制的安全感我不想再努力了
u503,0,,,小鹿,female,不劳而获有什么好夸赞的我觉得在颜值这块真正应该被夸赞的就是那些从平平无奇的脸上平地抠饼灾后重建的人我觉得所有换了头的偶像明星就应该大大方方地告诉自己的粉丝自己原来长的什么鬼样
u504,1,2.0,"t,a,v",小鹿,female,这些为美丽努力的人居然被骂什么整容脸假脸我觉得太没有天理了整容脸那不就是天道酬勤吗自然美那都是不劳而获呀
u505,0,,,詹鑫,male,诶想必第一期都看了吧也比较了解我的表演风格了是吧
u506,1,2.0,"t,a,v",詹鑫,male,也比较了解我的表演风格了是吧哎呀我的一些朋友呢看完之后对我的评价是现在要不你该干嘛干嘛去吧别祸害脱口秀了别人干啥你也干啥
u507,0,,,詹鑫,male,我说你别说了说的我挺尴尬但同时呢我也想到了很多小时候的事我从小就很喜欢表演高考的时候也参加过艺考当时老师给我们的考题是让我们每一个人都表演一种动物
u508,1,3.0,"t,a,v",詹鑫,male,要不你该干嘛干嘛去吧别祸害脱口秀了别人干啥你也干啥我说我一开始就是讲单口的他们说你讲了吗你不就演了吗整的跟艺考现场似的你都多余写那些词儿你就应该上来直接说大家好接下来我给大家塑造一个酒蒙子你都不用说大家好你就应该说各位导演好你直接试戏不就完了么咋的最近接不着活了
u509,0,,,詹鑫,male,让我们每一个人都表演一种动物我们十多个人有演老虎的演猩猩的的演蛇的到了我这儿各位老师好我叫詹鑫接下来我为大家表演的是一只猫一直看见主人在和其他猫玩的猫
u510,1,2.0,"t,a,v",詹鑫,male,你去我说不啦老师说你停停停让你演的是猫不是东北傲娇老爷们儿
u511,0,,,詹鑫,male,考试虽然没考上啊但是现在就是兜兜转转也干了这行了啊而且还接触到了很多新鲜的事比如偶尔我会接到一些商务
u512,1,2.0,"t,a,v",詹鑫,male,商务大家应该都知道就是拍广告什么的啊但第一次我不知道商务这个词对我来说只是一种车型哎鑫仔我给你接了一个商务不是应该商务来接我吗
u513,0,,,詹鑫,male,很尴尬这些尴尬都来自于我最近生活中的一些变化但这都是小事
u514,1,2.0,"t,a,v",詹鑫,male,一般情况下我是不会拒绝的因为一个陌生人他只有喜欢你他才会跟你打招呼跟你合照这对我来说是荣幸但是那天我着急出门我头没梳脸没洗我穿的也邋遢我不希望这样的形象出现在别人的手机里而且当时那件事真的对我很重要我就赶紧加快了脚步假装看向旁边余光发现大哥已经跟上来了我心想我该怎么办待会儿说什么鑫仔我能跟你合照吗我说不行啊感觉像在耍小牌
u515,0,,,詹鑫,male,我想那我就跟大哥解释清楚吧但当时的理由说实话我有点说不住口我总不能跟大哥说我说不好意思啊大哥你看我今天睡了一天刚睡醒我醒了我突然想起来今天是礼拜四我要去的那个快餐店呢它每个礼拜四啊都会办一些非常疯狂的活动
u516,1,2.0,"t,a,v",詹鑫,male,众所周知在肯德基办商务宴请的只有初中生儿啊
u517,0,,,詹鑫,male,当时只有十米我就放慢了脚步一边走一边在心里估算大哥离开我视线范围的时间走到门口心想应该差不多了吧一回头发现大哥正拿手机拍我呢
u518,1,2.0,"t,a,v",詹鑫,male,晚饭点的肯的鸡啊被我硬控了一秒不知道的以为元神出什么新活动了呢
u519,0,,,唐香玉,female,大家好我叫唐香玉今年三十岁单身至今未婚我讲了很多催婚的段子为啥对这个事这么大情绪呢因为我有一个很厉害的三姨一直盯着我的婚姻问题
u520,1,3.0,"t,a,v",唐香玉,female,一直盯着我的婚姻问题我三姨什么人呢知名媒人乡村丘比特在我们当地说媒几十年所到之处狗都没有落单的巅峰时期给村子的老赖都收上了媳妇简直是功德无了
u521,0,,,唐香玉,female,但我一直不找对象很影响三姨的口碑所以她现在是个男的都先介绍给她外甥女不管有啥毛病
u522,1,3.0,"t,a",唐香玉,female,不管有啥毛病太厉害了我觉得他已经不能称之为媒人他是猎人世界范围相当广既能给我联系到上海外企的白领又能给我找镇上二婚养牛的
u523,0,,,唐香玉,female,我也是觉得我应该有更大的视野 但是我先把眼前的障碍给清除了
u524,1,3.0,"t,a,v",唐香玉,female,养牛挺好二婚也可以主要我小时候被牛顶过受过伤他又长得咋说呢跟牛魔王一模一样长得太敬业
u525,0,,,唐香玉,female,她说你管这些干啥你要是跟了她没别的光牛肉都吃不完我说就没别的了你还是说点别的吧我没有那么爱吃牛肉呀
u526,1,3.0,,唐香玉,female,三姨劝我来说你别挑长相人条件不差我说那是将来带出去谁不说一句你对象是真牛
u527,0,,,唐香玉,female,不吃牛大哥其实人不错聊了不到半个月我就学会了养牛
u528,1,1.0,"t,a,v",唐香玉,female,我突然有一个大胆的想法我说比起婚姻你可能更适合干培训授人以牛也很牛
u529,0,,,唐香玉,female,然后我们俩去了东方明珠旁边的海底捞完全看不到东方明珠吃着吃着他突然说要对他父母好他父母都没吃过海底捞这孝心
u530,1,3.0,"t,a,v",唐香玉,female,跟他比起来白领哥的花样就多一些我俩都在上海嘛他一直说想约个饭但迟迟定不下吃饭的地点我嫌是怕花钱啊那我来定也行他说绝无此意只想找一个能看到东方明珠的饭店外企是讲究用东方明珠下饭然后我们俩去了东方明珠旁边的海底捞完全看不到东方明珠
u531,0,1.0,,唐香玉,female,这孝心也太突然了旁边的服务员都不敢动了完了我也没有服务过我的父母当时就要买火车票回老家给父母洗脚做美甲
u532,1,3.0,"t,a,v",唐香玉,female,他说父母都在老家呢没有来过上海越说越伤心最后发誓一定要在父母看一次东方明珠眼看要哭了我赶紧安慰他我这个事也不能怪你主要责任在东方明珠它在上海这么多年了都没想过让你父母来看看长个大高个子一点人事不干啊
u533,0,,,唐香玉,female,当时就要买火车票回老家给父母洗脚做美甲我也不知道说啥我说那咋办那让你父母来一起吃他说父母住在老家呢没有来过上海越说越伤心最后发誓一定要带父母看一次东方明珠
u534,1,3.0,"t,a,v",唐香玉,female,当天晚上就把我拉黑了把三姨也拉黑了三姨气坏了说人家这是孝顺你挑啥我说跟她在一块儿我觉得我不孝顺她爸妈没看过东方明珠我爸妈还没做过航空母舰呢这去哪儿说理去太伤人了好不容易一个男人愿意把心掏给我居然是孝心
u535,0,,,唐香玉,female,我也想跟三姨好好说话像从前那样但现在哦两句话就能扯到这些事上
u536,1,2.0,"t,a,v",唐香玉,female,老公已经这么没用了吗人问我你老公呢我说还没出生呢太独立了咱们独立女性就找独立婆家
u537,0,,,唐香玉,female,我讲这些也有人问我三姨会不会生气其实我在我短视频里已经讲过很多次了她就是不往心里去就是不跟我断绝关系
u538,1,3.0,"t,a,v",唐香玉,female,咱们独立女性就找独立婆家好像一切努力都是为了找个好婆家从小就这样结婚真的太重要有什么好东西也要留到结婚我们家有一床蚕丝被距今已经有十三年的历史我说我这辈子没盖过这么好的辈子能不能盖一下子说行结婚时候给你现在不行我不得不去查了蚕丝辈的使用禁忌是不是未婚盖了不吉利什么蚕这么厉害哦脑残啊
u539,0,,,唐香玉,female,前两天给我打电话聊起来说一起跳广场舞的认识了一个姨脾气好人也情快要是能给我当婆婆就好了我想问那个姨做错了什么那个姨甚至都没有儿子呀
u540,1,2.0,"t,a",唐香玉,female,我今天借这个机会也想跟三姨说为了你的事业我真的尽力了但我也要搞事业我知道你也是怕我一个人过得不好嘛但你还记得吗我会养牛
u541,0,,,门腔,male,有点后悔来这个节目有点后悔我感觉就是被节目组忽悠了你知道吧
u542,1,2.0,"a,v",门腔,male,当时导演找到我他说哎门腔你来这个比赛在上海咯你是上海人你有优势你主场作战我到这里来了一看就我一个上海人这哪里是主场作战这最多就只能是主场作客我还问导演说我说导演我用护语讲段子来噻伐啦导演说啥意思
u543,0,,,门腔,male,而且我特别害怕节目就是陌生环境因为我很怕不能融入你知道吧我很怕不合群很担心被排挤
u544,1,3.0,"t,a,v",门腔,male,我觉得没有人数优势倒也算了至少有个地理优势吧这个节目在杨浦区录我家住在奉贤区你们知道杨浦离奉贤有多远吗我每天早上从奉贤打车北上要两个小时我出门碰到邻居我说我去杨浦上个班他说哎呦去上海出差了咯
u545,0,,,门腔,male,我就非常要小心翼翼的去融入五湖四海
u546,1,2.0,"t,a,v",门腔,male,很担心被排挤大家知道的上海人在上海就最怕被排挤多虑了来到这里很多演员都很亲切地问候我他说哎门腔你辛苦了辛苦你一个上海人要排挤我们这么多人
u547,0,,,门腔,male,我现在在这个节目有个昵称咖啡蒙子我知道这把稳了有昵称说明表示亲切融入成功手拿把掐
u548,1,2.0,"t,a,v",门腔,male,我观察了一下东北演员特别多于是我用出我的必身所学的东北话去搭讪他们我主动给他们推荐我们上海的本土的传统美食咖啡
u549,0,,,门腔,male,不单录节目我感觉我这一辈子一生都是在为了合群而如履薄冰我当时刚毕业是去外企实习我也很难融入因为我发现同事们都会讲一些我很难理解的散装英文
u550,1,3.0,"t,a,v",门腔,male,我实习第一天就听到两个同事在茶水间聊八卦我给你们学一下well侬晓得伐啦Jonasan Jonasan当爸爸喽儿子昨天出生了儿子三千一百G三千一百G他儿子是个移动硬盘吗
u551,0,,,门腔,male,当他如此气定神闲地说出以上这些话老实讲我被迷住了我也被治愈了你知道吧他那种完全不在乎完全做自己的那种态度乖乖 so amazing
u552,1,2.0,"t,a,v",门腔,male,哦你们初中物理也不是很好这外企真的太帅了一定要说三千一百G我不能说六斤二两嘛
u553,0,,,门腔,male,就我发现原来小心翼翼的和群就不如开心地自己做自己用自己的声音讲自己最想讲的我也觉得这是这个话筒的意义这个麦克风的意义
u554,1,3.0,"t,a,v",门腔,male,我还想如果万一以后我上班遇到一种紧急情况就肚子疼想方便啊万一卫生间正好没有空位我是不是要用外企的方式去求助啊我是不是要这样求助Dear我这里有一些situation你的project能不能ASAP求求你给我点feedback我真的要到我的deadline了
u555,0,,,门腔,male,这个主要是继承自我的爹爹因为很多上海市民往上倒三代都不是本地的都是从外地迁移过来的嘛
u556,1,2.0,"t,a,v",门腔,male,平时上班和同事话也说不到一块饭也吃不到一块得被迫合群到了周末我就不一样了可以自由拼肯德基周末疯狂拼Crazy Weekend 拼二十九块九我选三个老北京鸡肉卷配一个甜品蛋挞这么多而且跟外企的说话方式一样都是中外双拼上班在Office拼累了周末就来KFC拼
u557,0,,,门腔,male,爹爹因为很多上海市民往上倒三代都不是本地的都是从外地迁移过来的现在讲到苏北大家会挺开心的感觉很开心但以前不是的以前我爸爸常因为他是苏北人而自卑
u558,1,3.0,"t,a,v",门腔,male,合群这件事情真的对我来说太important因为我从小家教就很重视合群这一块嘛我是一个上海人但是大家知道上海人也会分很多种有很多种分法的我是所有上海人中最正宗的一种我有一半苏北血统
u559,0,,,门腔,male,露馅儿了我爸就很不开心但是我到现在长大我就知道任何地方人都很好上海人很好苏北人很好我现在而且特别喜欢苏北口音我觉得苏北口音有一个很大的优点就苏北口音很有松弛感‌
u560,0,,,杨笠,female,确实有点上年纪了你知道比不动了而且刚刚国仔也说这是我们作为这个身份最后一次在这个节目中表演脱口秀了但也是我本人最后一次参加脱口秀比赛类的综艺了
u561,1,2.0,"t,a,v",杨笠,female,我也不知道为什么就是这个舞台对我来说就像有种魔力一样就是我一上来我就觉得好安全我什么都可以说没关系我甚至可以信口雌黄就像被谁附了题一样可能是罗永浩吧就是我一站在这我脑子里仿佛就一个声音你在说杨笠没事儿你谁都可以骂谁也不能拿你怎么样怎么这个段子好像会提到前公司的一些恩怨我可以讲吗你可以讲因为你是罗永浩嘛你不光现在可以讲你十多年以后还可以讲
u562,0,,,杨笠,female,其实我很长一段时间我心里觉得我根本不在意这个事直到我在这个节目开始做总编剧以后会有女演员来问我说笠姐你觉得我这个段子要讲吗我发现我说不出口我不知道该怎么跟她说因为我没有办法放松地判断这件事我心里满满的都是担心就是我让他们讲吧我担心他日后的处境我不让他们讲吧我担心他们演出的效果
u563,1,1.0,"t,a,v",杨笠,female,大年初一就上热搜了有些朋友很不开心就觉得我为什么要夸一个这么不尊重女性的电影头像点进去以后发现大部分都是女生我当时就看着想说OK 其实往好了想是不是说明被我分裂了两个群体其中有一部分已经被我亲自弥合了就起码他对在我这个人的看法上他们已经不再对立
u564,0,,,杨笠,female,你知道就是总有人来跟我说说哎呀你没事杨丽你以后就讲点别的呗我每次都想说行你别再说了我这就不会讲别的
u565,1,3.0,"t,v",杨笠,female,你们也知道害怕是不是你知道这是我第一次就是被女生骂所以我就看得很仔细我不得不说用词确实比之前的一些群体要文明许多真的兄弟们这个我得批评你们一下其实不用脏话也是可以骂人的你知道吗
u566,0,,,杨笠,female,你知道每一个人的创作都是由于他的生活经验构成的当你要回避你的生活经验的时候你是没有办法创作的我能擅长一条赛道我已经很优秀了难道我非得要完美我才能站在这吗
u567,1,1.0,"t,a,v",杨笠,female,其实不用脏话也是可以骂人的你知道吗就是他们只是表达了一下自己的失望就说杨笠你太让我失望了那这个电影前面有几个笑话那么不尊重女性你为什么要夸这个点你是杨笠呀难道你听不出来吗我说我肯定听不出来呀因为我是杨笠呀我要是会觉得一个笑话能侮辱到人的话那我这几年在台上是干啥呢
u568,0,,,杨笠,female,我就替我后面有可能会跟我面临同样的处境的朋友们说一句跟大家说一句就是我们啊以后就讲这个了如果你真的觉得冒犯了的话你就去看点别的呗
u569,1,3.0,"t,a,v",杨笠,female,我这个人是不是有点太刺了就是我的标准不光不正确我还不统一是吧那我这个素质我还上什么节目我就上上网就可以了
u570,0,,,王越,female,我上初中的时候就已经长得有这么壮了所以在学校里面老是被别人当成男孩儿用
u571,1,3.0,"t,a,v",王越,female,我是一个女演员啊看得出来啊上节目了上节目了现在百度上都能搜到我了昨天我妈给我发了个截图上面写着王越喜剧之王单口季选手性别男别人上节目是痛失艺名我痛失性别
u572,0,,,王越,female,哎别人讲这个可能有点阴阳怪气了那我是真羡慕啊哎我我确实我很喜欢我自己没有觉得有什么不好的但是我
u573,1,3.0,"t,a,v",王越,female,一二起我们整层楼的女生都疯了全部站在那个走廊里面快看啊快看她们好帅啊她们抬得好稳啊诶我都心想我说怎么这么轻易就能得到这么多的称赞当男的好好啊
u574,0,,,王越,female,很多的人真的很爱研究我就大家老是在网上讨论什么男性凝视女性凝视我觉得我是被男女老少凝视
u575,1,2.0,"t,a,v",王越,female,凝视我觉得我是被男女老少您是就每次跟我说话的时候对面的人就会不自觉的从我的头发看到我的喉结再看到我的胸膛就不管我在讲什么对面的人永远都是嗯短头发嗯没脖子嗯嗯
u576,0,,,王越,female,那我妈给我的回答其实挺戳我的她说我虽然不想你伤害到别人但是我更不想别人伤害到你
u577,1,2.0,t,王越,female,大三天的爸爸也很尴尬还是我先开口打的招呼我说叔叔阿姨好他爸爸真让这个这个这个这个这个哼哼哼好我们这次来啊主要是来旅游的他们那天来的时候提了水果提了牛奶就是没有提这门娃娃亲啊这我能感觉到他们一家人其实挺传统的但我那天凭一己之力我就让他们一家人都意识到有些传统就是糟粕
u578,0,,,刘仁铖,male,但大家还是记下我的名字吧我听信我的名字的刘仁铖我非常喜欢这个名字因为按照我爷爷本来的想法我应该叫刘仁铜
u579,1,2.0,"t,a,v",刘仁铖,male,因为按照我爷爷本来的想法我应该叫刘仁铜我也不用说是哪个铜我哥叫刘仁钢我堂哥叫刘仁铁大家能发现起名规律了非常传统的家庭家谱是元素周期表万磁王来了 直接灭门
u580,0,,,刘仁铖,male,长得不是很好一直在吃着吃螺丝什么的说实话整个人很很沮丧
u581,1,3.0,"t,a,v",刘仁铖,male,我上轮节目表现非常好啊通常演员给了我高度评价说看我演出有种看国外顶级单口演员的感觉了没有字幕根本听不懂
u582,0,,,刘仁铖,male,吃螺丝什么的 说实话 整个人很沮丧 我觉得我说话不清楚可能跟方言有关 我们江西话真的很难听懂 比如我现在说一句 大家可以听一下 尝试理解一下 好 没有人理解 翻译一下 这句话的意思是 你们要是听不懂 可以给我鼓下掌
u583,1,3.0,"t,v",刘仁铖,male,这就是上海讲苏北话你们哄堂大笑讲英语你们疯狂鼓掌我讲我安逸县 方言你们也可以理解毕竟比起安逸县旧金山离上海更近一点
u584,0,,,刘仁铖,male,我就很羡慕你们口音很有特点的人什么北京人 东北人你们在外面很容易听出來谁是老乡我就不行我也听不懂呵呵我们那方言县跟县之间就无法沟通了我想确认別人是我老乡我得听很久
u585,1,3.0,"t,a,v",刘仁铖,male,呵呵而且你们听我们这个方言的特点这个语流 这种感觉小时候每次我跟小朋友角色扮演亮剑的时候我不是姓山本就是姓龟田
u586,0,,,小北,male,耶开心朋友们开心录节目有工作了朋友们去年很长时间我都是在家待业的状态有一阵带不动的时候想搞搞副业想这个直播带货挺赚钱的哈是不是可以改变一下命运什么的狠狠搞了三个月想着狠狠赚一把朋友们三个月挣了两千多块钱
u587,1,3.0,"t,a,v",小北,male,我就看了一下很多商务人士穿着西装革履打开笔记本开始写就是办公什么的当时我看的时候我说我说我说我也办会儿工我把我那小平板打开了你知道我说我准备写会儿段子朋友们 根本写不出来一点负面情绪都没有太开心了甚至想写日记今天我终于明白了一个道理为什么有些脱口秀演员挣钱之后就变得不好笑了
u588,0,,,沈清,female,呵呵哎呀怎么形容我现在这个心情呢就是一个即将步入更年期的一个女性现在突然要面对青春期男性成长的烦恼了
u589,1,3.0,t,沈清,female,最近参加这个节目感觉自己成熟不少开始刮胡子了
u590,0,,,南瓜,male,我前两天跟着节目组去了一趟香港我是跟着他们去见周星驰老师的
u591,1,1.0,t,南瓜,male,额我的职业是个外卖骑手额最近在录综艺啊就感觉像做梦一样住的豪华大酒店吃的自助餐穿着漂亮的衣服见到明星老师们这种感觉就像我酒店的面一样新鲜美味回味无穷我也不知道叫什么面我就叫它世面
u592,0,,,南瓜,male,我见了自己的偶像跟他聊天最后合了影发了朋友圈我说来见偶像了朋友圈都炸了我朋友圈平时根本就没人理我没有人点赞了那天给我点了189个点赞
u593,1,3.0,"t,a,v",南瓜,male,还有78个评论我初中的时候语文老师那时候老说我你天天不好好学习烂泥扶不上墙以后肯定完蛋了那天给我评论你就是老师的骄傲呀
u594,0,,,南瓜,male,我们录制第一赛段是小组赛我在庞博老师组我们组队员很给力拿了小组第一当时公布呀第一名就是去香港见周星驰我当时听了大家都很开心兴奋的呀我当时晚上我兴奋到失眠
u595,1,3.0,"t,a,v",南瓜,male,我那两天送外卖我电瓶车都不敢乱停了有一次电动车乱停保安让我挪一下哟哟赶紧挪走了不好意思我们艺人最在意的就是不能随意占用公共资源呵呵
u596,0,,,南瓜,male,但已经很开心已经梦想成真了就是见到偶像他给我的那种力量跟激励是非常巨大的我感觉有了一股力量回来之后感觉跟其他演员不一样了我跟他们在酒店聊天他们就说上完综艺以后要去做自媒体以后要去做什么播客有的做什么专场巡演对吧我说我以后要去影视圈我要做喜剧之王我要努力做喜剧之王加油这个
u597,1,3.0,"t,a,v",南瓜,male,星爷笑了给我鼓掌给我鼓掌他笑了直给我鼓掌我当时特别激动我就知道他一定会喜欢我这种小人物的我甚至结束的时候我们一起合影星爷还给我说你挺有意思的土豆
u598,0,,,翟佳宁,male,这回咱就讲讲这个甜品朋友们咱平时爱不爱吃甜品我这个人就甜品羞耻就是怎么回事呢就它那个名字我感觉越来越起得越怪了我最讨厌的就是那种什么吃蛋糕啊喝下午茶那种甜品店真的朋友们为什么就那菜单上每一个汉字我都认识拼起来我根本不知道那是啥
u599,1,2.0,"t,a,v",翟佳宁,male,我 小姐姐你好诶咱们巧克力香蕉这五个中国汉字直接打印出来放上就不行就必须得叫可可巴娜娜显着你有International style我就很生气啊我想了想我就问她我说那咱们这有没有那个叫斯威特格林比因糕的给我来一块她说先生点什么我说甜绿豆糕啊Sweet Green Bean Cake啊
u600,0,,,翟佳宁,male,真的我从来没见过那么长的奶茶名我都以为我近视眼重影了你们喝过吗那奶茶居然叫芝芝莓莓芒芒桃桃茶我说这得多大个杯能装了这么多东西啊
u601,1,3.0,"t,a,v",翟佳宁,male,我都以为那杯奶茶是为了纪念李清照的呢咱们能理解吧就寻寻觅觅冷冷清清凄凄惨惨戚戚芝芝莓莓芒芒桃桃诶这三杯两盏淡奶让我喝的怎一个尬字了得啊我没忍住对那个前台就竖起大拇指你真棒还有婉约派奶茶
u602,0,,,翟佳宁,male,真的那我下回去天津我就跟老板说老板给我来两套煎饼鬼子不要香菜 多加鬼子炸透 把鬼子炸透啊我要吃十个啊
u603,1,1.0,"a,v",翟佳宁,male,没有任何心理压力伴随时代不断地发展行业的不断地卷朋友们诶你们知道有一种香叫鸭屎香吗完了有一个咖啡叫Dirty我一点不夸张朋友们我见过一家一个招牌那个咖啡叫鸭屎香Dirty香字在里边显得格格不入真的朋友们我从来没见过谁就是这是我认识最帅的帅哥叫秃头美ugly的呢
u604,0,,,周奇墨,male,前一阵看奥运会啊也启发了我我觉得我们这个行业也应该向人家学习比如像我这种老选手已经有点讲不动了也应该有一个退役的渠道干嘛呢可以当教练我可以带新人等下一季再有比赛的时候我在下面然后我带着徒弟在台上讲
u605,1,2.0,"t,a,v",周奇墨,male,今天呢再给大家开个场啊我们这场呢叫金牌赛就是之前有五位拿过金牌的演员这一场同台PK拿了金牌还要比啊你们看节目组还是人嘛我们这个赛制比奥运会还残酷关键人家奥运会的金牌是真的啊我们这个金牌塑料的
u606,0,,,周奇墨,male,最近啊我还总想到零八年那个时候啊我还在上大学诶我上大学的时候其实就经常跟同学去KTV唱歌那个时候我就观察到一个现象就好像我们很多人在里面唱歌的时候都不是按照自己的方式去唱那首歌的都是在模仿原唱包括平翘舌啊停顿啊重音啊
u607,1,1.0,"t,a,v",周奇墨,male,停顿啊重音啊你比如点一首周杰伦的爱在西元前所有人都是这么唱啊我给你的爱写在西元前深埋在美索不达米亚平原倒不是图你们这个啊我就说这个现象啊而且经常还瞇着眼睛啊我也不知道为啥我就没有见过一个人在KTV里点这首歌的时候是睁大了眼睛然后用自己非常标准的普通话在唱
u608,0,1.0,,许昕,male,额非常开心啊作为奥运冠军参加这么小型的赛事啊真的没想到接档奥运会比赛的啊是你们这个唉不过你们这比赛确实好没有几十亿的观众啊也没有十几亿的支持者比得也很轻松啊看的人也不紧张是不是啊而且比到现在呢冠军是谁也挺明确的了我现在就敢半场开香槟这个冠军肯定是啊中国人
